ids,plain_text,No,sentences,anncomplete_1,entities_1,relations_1,1_Relevant_1,Action1-PentaClass_1,Action1_CAMEO_1,Action2-PentaClass_1,Action2_CAMEO_1,Action3-PentaClass_1,Action3_CAMEO_1,anncomplete_2,entities_2,relations_2,anncomplete_3,entities_3,relations_3,1_Relevant_3,Action1-PentaClass_3,Action1_CAMEO_3,Action2-PentaClass_3,Action2_CAMEO_3,Action3_CAMEO_3,Action3-PentaClass_3,anncomplete_4,entities_4,relations_4,1_Relevant_4,Action1-PentaClass_4,Action1_CAMEO_4,Action2-PentaClass_4,Action2_CAMEO_4,Action3-PentaClass_4,Action3_CAMEO_4,anncomplete_5,entities_5,relations_5,1_Relevant_5,Action1-PentaClass_5,Action1_CAMEO_5,Action2-PentaClass_5,Action2_CAMEO_5,Action3-PentaClass_5,Action3_CAMEO_5,Action4-PentaClass_5,Action4_CAMEO_5
a9SYRMp5mwkPig8aJA9AuxWI.nAy-cameo_100.csv_2,No. 37 sentences A prominent Mexican suspected of being a major drug trafficker was flown to Los Angeles from Texas today and was held as a material witness in the 1985 kidnap-murder of U.S. narcotics agent Enrique Camarena Salazar.,No. 37 ,A prominent Mexican suspected of being a major drug trafficker was flown to Los Angeles from Texas today and was held as a material witness in the 1985 kidnap-murder of U.S. narcotics agent Enrique Camarena Salazar.,True,"[('Target-1', 'prominent Mexican suspected of being a major drug trafficker', 2), ('Location', 'Los Angeles', 76), ('Time', 'today', 99), ('Action-1', 'held as a material witness', 113), ('Action-2', 'kidnap-murder', 152), ('Target-1', 'U.S. narcotics agent', 169)]",[],True,4-Material Conflict,4-17 Coerce,4-Material Conflict,4-18 Assualt,,,False,[],[],True,"[('Target-1', 'prominent Mexican', 2), ('Source-2', 'prominent Mexican', 2), ('Location', 'Los Angeles', 76), ('Time', 'today', 99), ('Action-1', 'held as a material witness', 113), ('Action-2', 'kidnap-murder', 152), ('Target-2', 'U.S. narcotics agent Enrique Camarena Salazar', 169)]","[[('Action-1', 'held as a material witness'), ('Target-1', 'prominent Mexican')], [('Source-2', 'prominent Mexican'), ('Action-2', 'kidnap-murder')], [('Action-2', 'kidnap-murder'), ('Target-2', 'U.S. narcotics agent Enrique Camarena Salazar')]]",True,4-Material Conflict,4-17 Coerce,4-Material Conflict,4-18 Assualt,,,True,"[('Target-1', 'A prominent Mexican suspected of being a major drug trafficker', 0), ('Action-1', 'was held as a material witness', 109)]","[[('Target-1', 'A prominent Mexican suspected of being a major drug trafficker'), ('Action-1', 'was held as a material witness')]]",True,2-Material Cooperation,2-6 Engage in Material Coop,,,,,True,"[('Target-1', 'prominent Mexican', 2), ('Location', 'Los Angeles', 76), ('Action-1', 'was held', 109), ('Time', '1985', 147), ('Action-2', 'kidnap-murder', 152), ('Target-2', 'U.S. narcotics agent Enrique Camarena Salazar', 169)]","[[('Action-1', 'was held'), ('Target-1', 'prominent Mexican')], [('Action-2', 'kidnap-murder'), ('Target-2', 'U.S. narcotics agent Enrique Camarena Salazar')]]",True,4-Material Conflict,4-17 Coerce,4-Material Conflict,4-18 Assualt,,,,
amPm3DPVMsOTrcnOQV3a0TrqoJvC-cameo_100.csv_3,"No. 63 sentences (Reuters) - The FBI is offering a reward of up to $50,000 for information on who placed pipe bombs in the committee headquarters of both major U.S. political parties in Washington.",No. 63 ,"(Reuters) - The FBI is offering a reward of up to $50,000 for information on who placed pipe bombs in the committee headquarters of both major U.S. political parties in Washington.",True,"[('Source-1', 'who placed pipe bombs', 77), ('Target-1', 'committee headquarters of both major U.S. political parties', 106), ('Location', 'Washington', 169)]",[],True,4-Material Conflict,4-18 Assualt,,,,,False,[],[],True,"[('Source-1', 'FBI', 16), ('Action-1', 'offering a reward', 23), ('Action-2', 'placed pipe bombs', 81), ('Target-1', 'committee headquarters of both major U.S. political parties', 106), ('Location', 'Washington', 169)]","[[('Source-1', 'FBI'), ('Action-1', 'offering a reward')], [('Action-2', 'placed pipe bombs'), ('Target-1', 'committee headquarters of both major U.S. political parties')]]",True,1-Verbal Cooperation,0-2 Appeal,4-Material Conflict,4-18 Assualt,,,True,"[('Source-1', 'FBI', 16), ('Action-1', 'offering a reward of up to $50,000', 23), ('Source-2', 'who', 77), ('Action-2', 'placed pipe bombs', 81), ('Target-2', 'in the committee headquarters of both major U.S. political parties in Washington', 99)]","[[('Source-1', 'FBI'), ('Action-1', 'offering a reward of up to $50,000')], [('Source-2', 'who'), ('Action-2', 'placed pipe bombs')], [('Action-2', 'placed pipe bombs'), ('Target-2', 'in the committee headquarters of both major U.S. political parties in Washington')]]",True,0-Make a Statement,0-2 Appeal,4-Material Conflict,4-18 Assualt,,,True,"[('Source-1', 'FBI', 16), ('Action-1', 'offering', 23), ('Source-2', 'who', 77), ('Action-2', 'placed pipe bombs', 81), ('Target-2', 'major U.S. political parties', 137), ('Location', 'Washington', 169)]","[[('Source-1', 'FBI'), ('Action-1', 'offering')], [('Source-2', 'who'), ('Action-2', 'placed pipe bombs')], [('Action-2', 'placed pipe bombs'), ('Target-2', 'major U.S. political parties')]]",True,1-Verbal Cooperation,1-3 Express Intent to Coop,3-Verbal Conflict,3-13 Threaten,,,,
aW.7WipxTD2EH3QTCGmjMrh2HhR0-cameo_100.csv_38,No. 69 sentences Egypt activist released in case that raises fears for democracy World News Asma Alsharif,No. 69 ,Egypt activist released in case that raises fears for democracy World News Asma Alsharif,True,"[('Target-1', 'Egypt activist', 0), ('Action-1', 'released', 15)]","[[('Target-1', 'Egypt activist'), ('Action-1', 'released')]]",True,2-Material Cooperation,2-8 Yield,,,,,False,[],[],True,"[('Target-1', 'Egypt activist', 0), ('Action-1', 'released', 15)]","[[('Action-1', 'released'), ('Target-1', 'Egypt activist')]]",True,2-Material Cooperation,2-8 Yield,,,,,True,"[('Target-1', 'Egypt activist', 0), ('Action-1', 'released', 15)]","[[('Action-1', 'released'), ('Target-1', 'Egypt activist')]]",True,2-Material Cooperation,2-8 Yield,,,,,True,"[('Target-1', 'Egypt activist', 0), ('Action-1', 'released', 15)]",[],True,2-Material Cooperation,2-8 Yield,,,,,,
aM8Jjlnq_PCaQn5vKaclIXPhZL1m-cameo_100.csv_15,"No. 4 sentences EAST CLEVELAND, Ohio (AP) -- A man died after he was shot by police following a vehicle pursuit that ended when the car he was driving caught fire, authorities said.",No. 4 ,"EAST CLEVELAND, Ohio (AP) -- A man died after he was shot by police following a vehicle pursuit that ended when the car he was driving caught fire, authorities said.",True,"[('Location', 'Ohio', 16), ('Target-1', 'man', 31), ('Action-1', 'shot', 53), ('Source-1', 'police', 61), ('Source-2', 'authorities', 148), ('Action-2', 'said', 160)]","[[('Action-1', 'shot'), ('Source-1', 'police')], [('Target-1', 'man'), ('Action-1', 'shot')], [('Source-2', 'authorities'), ('Action-2', 'said')]]",True,4-Material Conflict,4-18 Assualt,0-Make a Statement,0-1 Make Public Statement,,,False,[],[],True,"[('Location', 'EAST CLEVELAND, Ohio', 0), ('Target-1', 'A man', 29), ('Action-1', 'died', 35), ('Action-1', 'shot', 53), ('Source-1', 'police', 61), ('Source-2', 'authorities', 148), ('Action-2', 'said', 160)]","[[('Source-1', 'police'), ('Action-1', 'shot')], [('Action-1', 'died'), ('Target-1', 'A man')], [('Action-1', 'shot'), ('Target-1', 'A man')], [('Source-2', 'authorities'), ('Action-2', 'said')]]",True,4-Material Conflict,4-18 Assualt,0-Make a Statement,0-1 Make Public Statement,,,True,"[('Location', 'EAST CLEVELAND, Ohio', 0), ('Target-1', 'man', 31), ('Action-1', 'shot', 53), ('Source-1', 'police', 61), ('Action-1', 'following a vehicle pursuit', 68), ('Source-2', 'authorities', 148), ('Action-2', 'said', 160)]","[[('Source-1', 'police'), ('Action-1', 'following a vehicle pursuit')], [('Source-1', 'police'), ('Action-1', 'shot')], [('Action-1', 'shot'), ('Target-1', 'man')], [('Source-2', 'authorities'), ('Action-2', 'said')]]",True,4-Material Conflict,4-18 Assualt,0-Make a Statement,0-1 Make Public Statement,,,True,"[('Location', 'EAST CLEVELAND, Ohio', 0), ('Target-1', 'man', 31), ('Action-1', 'was shot', 49), ('Source-1', 'police', 61), ('Source-2', 'authorities', 148), ('Action-2', 'said', 160)]","[[('Source-1', 'police'), ('Action-1', 'was shot')], [('Action-1', 'was shot'), ('Target-1', 'man')], [('Source-2', 'authorities'), ('Action-2', 'said')]]",True,4-Material Conflict,4-18 Assualt,0-Make a Statement,0-1 Make Public Statement,,,,
acQz5J6k8A7ulUsiRVrlItdXzu88-cameo_100.csv_68,No. 10 sentences A group of San Francisco first-graders took an unusual field trip to City Hall on Friday to toss rose petals on their just-married lesbian teacher - putting the public school children at the center of a fierce election battle over the fate of same-sex marr,No. 10 ,A group of San Francisco first-graders took an unusual field trip to City Hall on Friday to toss rose petals on their just-married lesbian teacher - putting the public school children at the center of a fierce election battle over the fate of same-sex marr,True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
aqSUXam4xpCoWU8uTG7of.yDHMiG-cameo_100.csv_33,"No. 25 sentences Dedication ceremonies for the Santa Clarita Valley Veterans Memorial--a 25-foot-long, 12-foot-high wall inscribed with veterans' names and patterned after the Vietnam War Memorial in Washington--will be held at 2 p.m.",No. 25 ,"Dedication ceremonies for the Santa Clarita Valley Veterans Memorial--a 25-foot-long, 12-foot-high wall inscribed with veterans' names and patterned after the Vietnam War Memorial in Washington--will be held at 2 p.m.",True,"[('Action-1', 'Dedication ceremonies', 0), ('Target-1', 'Santa Clarita Valley Veterans Memorial', 30), ('Location', 'Santa Clarita Valley', 30)]",[],True,0-Make a Statement,0-1 Make Public Statement,,,,,False,[],[],True,"[('Action-1', 'Dedication ceremonies', 0), ('Target-1', 'Santa Clarita Valley Veterans Memorial', 30), ('Location', 'Santa Clarita Valley', 30), ('Time', '2 p.m.', 211)]","[[('Action-1', 'Dedication ceremonies'), ('Target-1', 'Santa Clarita Valley Veterans Memorial')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Action-1', 'Dedication ceremonies', 0), ('Target-1', 'Santa Clarita Valley Veterans Memorial', 30), ('Time', '2 p.m', 211)]",[],True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Action-1', 'Dedication ceremonies', 0), ('Target-1', 'Santa Clarita Valley Veterans Memorial', 30)]","[[('Action-1', 'Dedication ceremonies'), ('Target-1', 'Santa Clarita Valley Veterans Memorial')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,
ap8DO_WSs_s5uKC8F.7PGcVSH7xK-cameo_100.csv_1,"No. 33 sentences Angela Merkel kicks off her re-election drive on Tuesday at a congress of her conservative Christian Democrats (CDU), where the chancellor will be feted like a star for defending German interests in the euro zone crisis.",No. 33 ,"Angela Merkel kicks off her re-election drive on Tuesday at a congress of her conservative Christian Democrats (CDU), where the chancellor will be feted like a star for defending German interests in the euro zone crisis.",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
asMiPXhmsgneJaSgF47ahH2711.i-cameo_100.csv_5,"No. 39 sentences Israel has admitted pathologists harvested organs from dead Palestinians, and others, without the consent of their families - a practice it said ended in the 1990s - it emerged at the weekend.",No. 39 ,"Israel has admitted pathologists harvested organs from dead Palestinians, and others, without the consent of their families - a practice it said ended in the 1990s - it emerged at the weekend.",True,"[('Source-1', 'Israel', 0), ('Action-1', 'admitted', 11), ('Source-2', 'pathologists', 20), ('Action-2', 'harvested organs', 33), ('Target-1', 'dead Palestinians', 55), ('Time', 'weekend', 184)]","[[('Source-1', 'Israel'), ('Action-1', 'admitted')], [('Source-2', 'pathologists'), ('Action-2', 'harvested organs')], [('Target-1', 'dead Palestinians'), ('Action-2', 'harvested organs')]]",False,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-18 Assualt,,,False,[],[],True,"[('Source-1', 'Israel', 0), ('Action-1', 'admitted', 11), ('Source-2', 'pathologists', 20), ('Action-2', 'harvested organs', 33), ('Target-1', 'dead Palestinians', 55), ('Action-1', 'said', 140), ('Time', 'weekend', 184)]","[[('Source-1', 'Israel'), ('Action-1', 'admitted')], [('Source-1', 'Israel'), ('Action-1', 'said')], [('Source-2', 'pathologists'), ('Action-2', 'harvested organs')], [('Action-2', 'harvested organs'), ('Target-1', 'dead Palestinians')]]",True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-18 Assualt,,,True,"[('Source-1', 'Israel', 0), ('Action-1', 'admitted', 11), ('Source-2', 'pathologists', 20), ('Action-2', 'harvested organs', 33), ('Target-2', 'dead Palestinians', 55), ('Action-1', 'said', 140), ('Time', 'weekend', 184)]","[[('Source-1', 'Israel'), ('Action-1', 'admitted')], [('Source-1', 'Israel'), ('Action-1', 'said')], [('Source-2', 'pathologists'), ('Action-2', 'harvested organs')], [('Action-2', 'harvested organs'), ('Target-2', 'dead Palestinians')]]",True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-18 Assualt,,,True,"[('Source-1', 'Israel', 0), ('Action-1', 'has admitted', 7), ('Source-2', 'pathologists', 20), ('Action-2', 'harvested organs', 33), ('Target-2', 'dead Palestinians, and others', 55), ('Action-1', 'said', 140), ('Time', 'weekend', 184)]","[[('Source-1', 'Israel'), ('Action-1', 'has admitted')], [('Source-1', 'Israel'), ('Action-1', 'said')], [('Source-2', 'pathologists'), ('Action-2', 'harvested organs')], [('Action-2', 'harvested organs'), ('Target-2', 'dead Palestinians, and others')]]",True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-18 Assualt,,,,
a.l12BfnGzJkVA0JWd4aLABWtZpW-cameo_100.csv_53,No. 56 sentences Black Psychologist Gives Take On Meadows' Defense Against Charges Trump Is 'Racist',No. 56 ,Black Psychologist Gives Take On Meadows' Defense Against Charges Trump Is 'Racist',True,"[('Source-1', 'Meadow', 33), ('Action-1', 'Defense Against Charges', 42), ('Target-1', 'Trump', 66)]","[[('Source-1', 'Meadow'), ('Action-1', 'Defense Against Charges')], [('Target-1', 'Trump'), ('Action-1', 'Defense Against Charges')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,False,[],[],True,"[('Source-1', 'Meadows', 33), ('Action-1', 'Defense Against Charges', 42), ('Target-1', 'Trump', 66)]","[[('Source-1', 'Meadows'), ('Action-1', 'Defense Against Charges')], [('Action-1', 'Defense Against Charges'), ('Target-1', 'Trump')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,True,"[('Source-1', 'Meadows', 33), ('Action-1', 'Defense Against Charges', 42), ('Target-1', 'Trump', 66)]","[[('Source-1', 'Meadows'), ('Action-1', 'Defense Against Charges')], [('Action-1', 'Defense Against Charges'), ('Target-1', 'Trump')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,True,"[('Source-1', 'Meadows', 33), ('Action-1', 'Defense Against Charges', 42), ('Target-1', 'Trump', 66)]","[[('Source-1', 'Meadows'), ('Action-1', 'Defense Against Charges')], [('Action-1', 'Defense Against Charges'), ('Target-1', 'Trump')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,,
aAaay7VS8Huc4XIbi50mS9K_knLW-cameo_100.csv_96,"No. 85 sentences SINGAPORE: From January next year, the government will provide subsidies of up to 80 per cent to intellectually disabled persons attending day activity centres on a part-time basis.",No. 85 ,"SINGAPORE: From January next year, the government will provide subsidies of up to 80 per cent to intellectually disabled persons attending day activity centres on a part-time basis.",True,"[('Location', 'SINGAPORE', 0), ('Time', 'January next year', 16), ('Source-1', 'government', 39), ('Action-1', 'provide subsidies', 55), ('Target-1', 'intellectually disabled persons', 97)]","[[('Source-1', 'government'), ('Action-1', 'provide subsidies')], [('Action-1', 'provide subsidies'), ('Target-1', 'intellectually disabled persons')]]",True,2-Material Cooperation,2-7 Provide Aid,,,,,False,[],[],True,"[('Location', 'SINGAPORE', 0), ('Time', 'From January next year', 11), ('Source-1', 'the government', 35), ('Action-1', 'will provide subsidies', 50), ('Target-1', 'intellectually disabled persons', 97)]","[[('Source-1', 'the government'), ('Action-1', 'will provide subsidies')], [('Action-1', 'will provide subsidies'), ('Target-1', 'intellectually disabled persons')]]",True,2-Material Cooperation,2-7 Provide Aid,,,,,True,"[('Location', 'SINGAPORE', 0), ('Time', 'January next year', 16), ('Source-1', 'the government', 35), ('Action-1', 'will provide subsidies', 50), ('Target-1', 'intellectually disabled persons', 97)]","[[('Source-1', 'the government'), ('Action-1', 'will provide subsidies')], [('Action-1', 'will provide subsidies'), ('Target-1', 'intellectually disabled persons')]]",True,2-Material Cooperation,2-7 Provide Aid,,,,,True,"[('Location', 'SINGAPORE', 0), ('Time', 'January next year', 16), ('Source-1', 'government', 39), ('Action-1', 'provide subsidies', 55), ('Target-1', 'intellectually disabled persons', 97)]","[[('Source-1', 'government'), ('Action-1', 'provide subsidies')], [('Action-1', 'provide subsidies'), ('Target-1', 'intellectually disabled persons')]]",True,2-Material Cooperation,2-7 Provide Aid,,,,,,
aGtAdaRpKMfLBjiBMMaTAU6z1e5y-cameo_100.csv_44,No. 77 sentences  A bill that would see a Virginia post office named in honor of a University of Virginia alumnus killed in action in Iraq is heading to President Donald Trump's desk.,No. 77 , A bill that would see a Virginia post office named in honor of a University of Virginia alumnus killed in action in Iraq is heading to President Donald Trump's desk.,True,[],[],False,,,,,,,False,[],[],True,"[('Source-1', 'A bill', 1), ('Target-1', 'Virginia post office', 25), ('Action-1', 'named in honor of a University of Virginia alumnus killed in action in Iraq', 46)]","[[('Source-1', 'A bill'), ('Action-1', 'named in honor of a University of Virginia alumnus killed in action in Iraq')], [('Action-1', 'named in honor of a University of Virginia alumnus killed in action in Iraq'), ('Target-1', 'Virginia post office')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
afRsmscxAqlWEy8a0E3Nlm11mqLG-cameo_100.csv_36,"No. 95 sentences Former Trump campaign adviser George Papadopoulos arrives at a closed-door hearing before the House Judiciary and Oversight Committee October 25, 2018 at the Rayburn House Office Building on Capitol Hill in Washington, DC.",No. 95 ,"Former Trump campaign adviser George Papadopoulos arrives at a closed-door hearing before the House Judiciary and Oversight Committee October 25, 2018 at the Rayburn House Office Building on Capitol Hill in Washington, DC.",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
awdcGBUC0FaUZgS5W8Qyvrdkoox4-cameo_100.csv_84,"No. 11 sentences An anonymous tip and five weeks of an undercover Anaheim police investigation resulted in the seizure in Mission Viejo of 121 pounds of cocaine, $17,000 in cash and the arrests of five people in connection with an alleged drug trafficking ring, authorities",No. 11 ,"An anonymous tip and five weeks of an undercover Anaheim police investigation resulted in the seizure in Mission Viejo of 121 pounds of cocaine, $17,000 in cash and the arrests of five people in connection with an alleged drug trafficking ring, authorities",True,"[('Source-1', 'Anaheim police', 49), ('Action-1', 'seizure', 94), ('Location', 'Mission Viejo', 105), ('Target-1', 'cocaine', 136), ('Action-2', 'arrests of five people', 169)]","[[('Source-1', 'Anaheim police'), ('Action-1', 'seizure')], [('Source-1', 'Anaheim police'), ('Action-2', 'arrests of five people')]]",True,4-Material Conflict,4-17 Coerce,4-Material Conflict,4-15 Exhibit Force Posture,,,False,[],[],True,[],[],False,,,,,,,True,"[('Source-1', 'Anaheim police', 49), ('Location', 'Mission Viejo', 105), ('Action-1', 'arrests', 169), ('Target-1', 'five people in connection with an alleged drug trafficking ring', 180)]","[[('Source-1', 'Anaheim police'), ('Action-1', 'arrests')], [('Action-1', 'arrests'), ('Target-1', 'five people in connection with an alleged drug trafficking ring')]]",True,4-Material Conflict,4-17 Coerce,,,,,True,[],[],False,,,,,,,,
aHICZqfv2hlzDaE3Zc8HZDwiqbGe-cameo_100.csv_22,"No. 94 sentences ""They [messages with the proposal] were dispatched on Friday, by the end of the day,"" Peskov commented.",No. 94 ,"""They [messages with the proposal] were dispatched on Friday, by the end of the day,"" Peskov commented.",True,"[('Source-1', 'Peskov', 86), ('Action-1', 'commented', 93)]","[[('Source-1', 'Peskov'), ('Action-1', 'commented')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,False,[],[],True,"[('Source-1', 'Peskov', 86), ('Action-1', 'commented', 93)]","[[('Source-1', 'Peskov'), ('Action-1', 'commented')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Source-1', 'Peskov', 86), ('Action-1', 'commented', 93)]","[[('Source-1', 'Peskov'), ('Action-1', 'commented')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Source-1', 'Peskov', 86), ('Action-1', 'commented', 93)]","[[('Source-1', 'Peskov'), ('Action-1', 'commented')]]",False,0-Make a Statement,0-1 Make Public Statement,,,,,,
aYixrXcRkfvSpCiMxt70cA4QBBSq-cameo_100.csv_80,"No. 38 sentences Story highlights Appeals court: Judge's impartiality might be in question because of his past jobs Judge was a U.S. prosecutor in Boston when the defendant allegedly was involved in crime Defendant James ""Whitey"" Bulger faces 19 murder charges",No. 38 ,"Story highlights Appeals court: Judge's impartiality might be in question because of his past jobs Judge was a U.S. prosecutor in Boston when the defendant allegedly was involved in crime Defendant James ""Whitey"" Bulger faces 19 murder charges",True,"[('Target-1', 'Judge', 32), ('Action-1', 'impartiality might be in question', 40)]","[[('Target-1', 'Judge'), ('Action-1', 'impartiality might be in question')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,False,[],[],True,"[('Target-1', 'Judge', 32), ('Action-1', 'impartiality might be in question', 40)]","[[('Action-1', 'impartiality might be in question'), ('Target-1', 'Judge')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
aEdOkwhYPnxXcRi8JyuPjjUpygIu-cameo_100.csv_74,"No. 20 sentences ""As for requests to share the burden of the reconstruction expenses, I am on the skeptical side, because we have enough sites in our own country that need government assistance,"" Kosachev pointed out.",No. 20 ,"""As for requests to share the burden of the reconstruction expenses, I am on the skeptical side, because we have enough sites in our own country that need government assistance,"" Kosachev pointed out.",True,"[('Source-1', 'Kosachev', 179), ('Action-1', 'pointed out', 188)]","[[('Source-1', 'Kosachev'), ('Action-1', 'pointed out')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,False,[],[],True,"[('Action-1', 'on the skeptical side', 74), ('Source-1', 'Kosachev', 179)]","[[('Source-1', 'Kosachev'), ('Action-1', 'on the skeptical side')]]",True,3-Verbal Conflict,3-12 Reject,,,,,True,[],[],False,,,,,,,True,"[('Source-1', 'Kosachev', 179), ('Action-1', 'pointed out', 188)]","[[('Source-1', 'Kosachev'), ('Action-1', 'pointed out')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,
a.njvboEDYrhLWEp3jz04oNTCHha-cameo_100.csv_26,"No. 76 sentences He added that so far, he had not seen an official note sent to the Russian Foreign Ministry by the US in this regard.",No. 76 ,"He added that so far, he had not seen an official note sent to the Russian Foreign Ministry by the US in this regard.",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,True,"[('Action-1', 'had not seen', 25), ('Target-1', 'an official note sent to the Russian Foreign Ministry', 38)]","[[('Action-1', 'had not seen'), ('Target-1', 'an official note sent to the Russian Foreign Ministry')]]",True,3-Verbal Conflict,3-16 Reduce Relations,,,,,True,[],[],False,,,,,,,,
aVuZScTNI9aWp_AjUadNZzuPESWi-cameo_100.csv_42,No. 73 sentences A TROUBLED Catholic priest who was accused of molesting a boy in The Bronx several years ago was arrested by state police on charges of aggravated harassment and stalking of an upstate New York man and his family.,No. 73 ,A TROUBLED Catholic priest who was accused of molesting a boy in The Bronx several years ago was arrested by state police on charges of aggravated harassment and stalking of an upstate New York man and his family.,True,"[('Target-1', 'Catholic priest', 11), ('Source-1', 'Catholic priest', 11), ('Action-1', 'accused of molesting a boy', 35), ('Location', 'The Bronx', 65), ('Time', 'several years ago', 75), ('Action-2', 'arrested', 97), ('Source-2', 'state police', 109), ('Action-2', 'charges of aggravated harassment and stalking of an upstate New York man and his family', 125)]","[[('Target-1', 'Catholic priest'), ('Action-1', 'accused of molesting a boy')], [('Source-2', 'state police'), ('Action-1', 'accused of molesting a boy')], [('Target-1', 'Catholic priest'), ('Action-2', 'arrested')]]",True,4-Material Conflict,4-17 Coerce,4-Material Conflict,4-15 Exhibit Force Posture,,,False,[],[],True,"[('Source-1', 'Catholic priest', 11), ('Target-1', 'Catholic priest', 11), ('Action-1', 'accused of molesting a boy', 35), ('Location', 'The Bronx', 65), ('Time', 'several years ago', 75), ('Action-2', 'arrested', 97), ('Source-2', 'state police', 109), ('Action-3', 'aggravated harassment and stalking', 136), ('Target-3', 'upstate New York man and his family', 177)]","[[('Action-1', 'accused of molesting a boy'), ('Source-1', 'Catholic priest')], [('Action-2', 'arrested'), ('Source-2', 'state police')], [('Action-3', 'aggravated harassment and stalking'), ('Target-3', 'upstate New York man and his family')], [('Source-1', 'Catholic priest'), ('Action-2', 'arrested')], [('Source-1', 'Catholic priest'), ('Action-3', 'aggravated harassment and stalking')]]",True,3-Verbal Conflict,3-11 Disapprove,4-Material Conflict,4-17 Coerce,3-11 Disapprove,3-Verbal Conflict,True,"[('Target-1', 'Catholic priest', 11), ('Target-2', 'Catholic priest', 11), ('Action-1', 'accused of molesting a boy', 35), ('Location', 'The Bronx', 65), ('Time', 'several years ago', 75), ('Action-2', 'arrested', 97), ('Source-2', 'state police', 109)]","[[('Action-1', 'accused of molesting a boy'), ('Target-1', 'Catholic priest')], [('Source-2', 'state police'), ('Action-2', 'arrested')], [('Action-2', 'arrested'), ('Target-1', 'Catholic priest')]]",True,4-Material Conflict,4-17 Coerce,4-Material Conflict,4-17 Coerce,,,True,"[('Target-1', 'Catholic priest', 11), ('Source-2', 'Catholic priest', 11), ('Target-3', 'Catholic priest', 11), ('Action-3', 'accused of molesting', 35), ('Location', 'The Bronx', 65), ('Time', 'several years ago', 75), ('Action-1', 'was arrested', 93), ('Source-1', 'state police', 109), ('Action-2', 'harassment', 147), ('Action-2', 'stalking', 162), ('Target-2', 'upstate New York man', 177), ('Target-2', 'family', 206)]","[[('Source-1', 'state police'), ('Action-1', 'was arrested')], [('Source-2', 'Catholic priest'), ('Action-2', 'harassment')], [('Source-2', 'Catholic priest'), ('Action-2', 'stalking')], [('Action-2', 'harassment'), ('Target-2', 'upstate New York man')], [('Action-2', 'harassment'), ('Target-2', 'family')], [('Action-2', 'stalking'), ('Target-2', 'upstate New York man')], [('Action-2', 'stalking'), ('Target-2', 'family')], [('Action-1', 'was arrested'), ('Source-2', 'Catholic priest')], [('Action-3', 'accused of molesting'), ('Source-2', 'Catholic priest')]]",True,4-Material Conflict,4-17 Coerce,4-Material Conflict,4-18 Assualt,3-Verbal Conflict,3-11 Disapprove,,
